cue_word,association_word,cue_valence,associated_valence,weight
ai,algorithm,-1,-1,29
ai,algorithm,-1,0,17
ai,algorithm,-1,1,2
ai,algorithm,0,-1,22
ai,algorithm,0,0,35
ai,algorithm,0,1,2
ai,algorithm,1,0,3
ai,algorithm,1,1,1
ai,ambiguous,-1,-1,1
ai,anxiety,-1,-1,2
ai,anxiety,0,-1,2
ai,automate,0,-1,1
ai,automate,0,0,1
ai,automation,-1,-1,74
ai,automation,-1,0,4
ai,automation,0,-1,64
ai,automation,0,0,3
ai,automation,1,0,1
ai,chatgpt,-1,0,4
ai,chatgpt,-1,1,1
ai,chatgpt,0,-1,3
ai,chatgpt,0,0,9
ai,chatgpt,0,1,8
ai,chatgpt,1,1,2
ai,cod,0,0,3
ai,code,-1,0,1
ai,code,0,0,1
ai,code,0,1,1
ai,complex,-1,-1,30
ai,complex,0,-1,80
ai,complex,0,0,7
ai,complex,1,-1,7
ai,complex,1,0,7
ai,complexity,-1,-1,21
ai,complexity,0,-1,56
ai,complexity,0,0,7
ai,complexity,1,-1,2
ai,complexity,1,0,4
ai,computation,-1,-1,2
ai,computation,-1,0,5
ai,computation,0,-1,6
ai,computation,0,0,18
ai,computation,0,1,3
ai,computation,1,0,1
ai,computation,1,1,1
ai,computer,-1,-1,1
ai,computer,0,-1,1
ai,computer,0,0,3
ai,computer,1,0,1
ai,confuse,-1,-1,3
ai,confuse,0,-1,2
ai,confusion,-1,-1,3
ai,confusion,0,-1,32
ai,confusion,1,-1,2
ai,curiosity,-1,0,6
ai,curiosity,-1,1,3
ai,curiosity,0,0,13
ai,curiosity,0,1,16
ai,curiosity,1,0,1
ai,curiosity,1,1,11
ai,curious,0,1,2
ai,curious,1,1,3
ai,datum,-1,-1,3
ai,datum,-1,0,4
ai,datum,0,-1,8
ai,datum,0,0,29
ai,datum,0,1,2
ai,efficiency,-1,-1,1
ai,efficiency,-1,0,4
ai,efficiency,-1,1,3
ai,efficiency,0,-1,2
ai,efficiency,0,0,7
ai,efficiency,0,1,4
ai,efficiency,1,1,1
ai,efficient,-1,0,1
ai,equation,-1,-1,1
ai,equation,0,-1,1
ai,ethic,-1,-1,11
ai,ethic,0,-1,22
ai,ethic,0,0,3
ai,ethic,1,0,1
ai,evolution,0,0,1
ai,experiment,0,-1,1
ai,experiment,0,0,1
ai,fascination,0,1,1
ai,fascination,1,0,1
ai,fascination,1,1,1
ai,fear,-1,-1,10
ai,fear,0,-1,23
ai,fear,1,-1,2
ai,future,-1,-1,95
ai,future,-1,0,417
ai,future,-1,1,35
ai,future,0,-1,44
ai,future,0,0,515
ai,future,0,1,340
ai,future,1,-1,1
ai,future,1,0,18
ai,future,1,1,67
ai,game,0,1,1
ai,help,0,1,1
ai,informatic,-1,-1,3
ai,informatic,-1,0,6
ai,informatic,0,-1,1
ai,informatic,0,0,7
ai,informatic,1,-1,1
ai,informatic,1,0,2
ai,innovate,-1,0,1
ai,innovation,-1,-1,5
ai,innovation,-1,0,110
ai,innovation,-1,1,102
ai,innovation,0,-1,3
ai,innovation,0,0,98
ai,innovation,0,1,292
ai,innovation,1,0,4
ai,innovation,1,1,32
ai,intelligence,-1,-1,11
ai,intelligence,-1,0,96
ai,intelligence,-1,1,56
ai,intelligence,0,-1,11
ai,intelligence,0,0,99
ai,intelligence,0,1,83
ai,intelligence,1,-1,1
ai,intelligence,1,0,3
ai,intelligence,1,1,3
ai,intelligent,0,1,1
ai,intelligent,1,1,1
ai,job,-1,-1,3
ai,job,0,-1,4
ai,job,0,0,6
ai,job,1,-1,1
ai,job,1,0,2
ai,learn,-1,0,35
ai,learn,-1,1,17
ai,learn,0,-1,4
ai,learn,0,0,33
ai,learn,0,1,14
ai,learn,1,-1,2
ai,learn,1,0,3
ai,learn,1,1,3
ai,llm,-1,-1,7
ai,llm,-1,0,4
ai,llm,-1,1,2
ai,llm,0,-1,1
ai,llm,0,0,14
ai,llm,0,1,2
ai,llm,1,0,2
ai,llm,1,1,2
ai,logic,-1,0,5
ai,logic,-1,1,1
ai,logic,0,0,8
ai,logic,0,1,11
ai,logic,1,0,1
ai,logic,1,1,2
ai,machine,-1,-1,4
ai,machine,0,-1,10
ai,machine,0,0,6
ai,machine,1,0,4
ai,math,0,0,2
ai,model,-1,-1,8
ai,model,-1,0,6
ai,model,0,-1,3
ai,model,0,0,18
ai,model,1,0,2
ai,model,1,1,1
ai,mysterious,0,-1,1
ai,mystery,-1,-1,3
ai,mystery,0,-1,3
ai,mystery,1,0,2
